Date,daily_new_cases
6/16/2020,21.0
6/17/2020,17.0
6/18/2020,20.0
6/19/2020,22.0
6/20/2020,24.0
6/21/2020,7.0
6/22/2020,33.0
6/23/2020,71.0
6/24/2020,49.0
6/25/2020,97.0
6/26/2020,43.0
6/27/2020,50.0
6/28/2020,29.0
6/29/2020,86.0
6/30/2020,101.0
7/1/2020,154.0
7/2/2020,201.0
7/3/2020,124.0
7/4/2020,137.0
7/5/2020,92.0
7/6/2020,181.0
7/7/2020,232.0
7/8/2020,183.0
7/9/2020,206.0
7/10/2020,208.0
7/11/2020,159.0
7/12/2020,152.0
7/13/2020,225.0
7/14/2020,284.0
7/15/2020,269.0
7/16/2020,323.0
7/17/2020,181.0
7/18/2020,281.0
7/19/2020,135.0
7/20/2020,250.0
7/21/2020,341.0
7/22/2020,320.0
7/23/2020,275.0
7/24/2020,418.0
7/25/2020,158.0
7/26/2020,161.0
7/27/2020,393.0
7/28/2020,326.0
7/29/2020,313.0
7/30/2020,327.0
7/31/2020,191.0
8/1/2020,127.0
8/2/2020,100.0
8/3/2020,269.0
8/4/2020,266.0
8/5/2020,267.0
8/6/2020,330.0
8/7/2020,357.0
8/8/2020,123.0
8/9/2020,141.0
8/10/2020,313.0
8/11/2020,293.0
8/12/2020,312.0
8/13/2020,258.0
8/14/2020,241.0
8/15/2020,102.0
8/16/2020,120.0
8/17/2020,241.0
8/18/2020,233.0
8/19/2020,236.0
8/20/2020,234.0
8/21/2020,259.0
8/22/2020,105.0
8/23/2020,148.0
8/24/2020,235.0
8/25/2020,246.0
8/26/2020,242.0
8/27/2020,262.0
8/28/2020,254.0
8/29/2020,107.0
8/30/2020,122.0
8/31/2020,258.0
9/1/2020,287.0
9/2/2020,418.0
9/3/2020,315.0
9/4/2020,334.0
9/5/2020,134.0
9/6/2020,343.0
9/7/2020,480.0
9/8/2020,410.0
9/9/2020,691.0
9/10/2020,470.0
9/11/2020,509.0
9/12/2020,311.0
9/13/2020,367.0
9/14/2020,619.0
9/15/2020,783.0
9/16/2020,549.0
9/17/2020,622.0
9/18/2020,624.0
9/19/2020,372.0
9/20/2020,160.0
9/21/2020,342.0
9/22/2020,805.0
9/23/2020,758.0
9/24/2020,984.0
9/25/2020,1092.0
9/26/2020,777.0
9/27/2020,396.0
9/28/2020,140.0
9/29/2020,662.0
9/30/2020,970.0
10/1/2020,1087.0
10/2/2020,988.0
10/3/2020,242.0
10/4/2020,339.0
10/5/2020,771.0
10/6/2020,655.0
10/7/2020,611.0
10/8/2020,485.0
10/9/2020,403.0
10/10/2020,94.0
10/11/2020,186.0
10/12/2020,498.0
10/13/2020,382.0
10/14/2020,371.0
10/15/2020,231.0
10/16/2020,288.0
10/17/2020,59.0
10/18/2020,128.0
10/19/2020,287.0
10/20/2020,196.0
10/21/2020,230.0
10/22/2020,168.0
10/23/2020,127.0
10/24/2020,31.0
10/25/2020,72.0
10/26/2020,196.0
10/27/2020,123.0
10/28/2020,112.0
10/29/2020,99.0
10/30/2020,102.0
10/31/2020,28.0
11/1/2020,65.0
11/2/2020,114.0
11/3/2020,114.0
11/4/2020,105.0
11/5/2020,81.0
11/6/2020,89.0
11/7/2020,26.0
11/8/2020,76.0
11/9/2020,111.0
11/10/2020,105.0
11/11/2020,119.0
11/12/2020,110.0
11/13/2020,74.0
11/14/2020,36.0
11/15/2020,70.0
11/16/2020,137.0
11/17/2020,128.0
11/18/2020,110.0
11/19/2020,107.0
11/20/2020,96.0
11/21/2020,54.0
11/22/2020,100.0
11/23/2020,141.0
11/24/2020,114.0
11/25/2020,147.0
11/26/2020,137.0
11/27/2020,158.0
11/28/2020,81.0
11/29/2020,132.0
11/30/2020,234.0
12/1/2020,185.0
12/2/2020,267.0
12/3/2020,220.0
12/4/2020,202.0
12/5/2020,121.0
12/6/2020,212.0
12/7/2020,329.0
12/8/2020,326.0
12/9/2020,347.0
12/10/2020,362.0
12/11/2020,323.0
12/12/2020,203.0
12/13/2020,253.0
12/14/2020,464.0
12/15/2020,616.0
12/16/2020,531.0
12/17/2020,580.0
12/18/2020,567.0
12/19/2020,307.0
12/20/2020,467.0
12/21/2020,875.0
12/22/2020,955.0
12/23/2020,978.0
12/24/2020,786.0
12/25/2020,785.0
12/26/2020,440.0
12/27/2020,642.0
12/28/2020,1138.0
12/29/2020,1167.0
12/30/2020,1164.0
12/31/2020,1155.0
1/1/2021,1228.0
1/2/2021,759.0
1/3/2021,944.0
1/4/2021,1689.0
1/5/2021,1723.0
1/6/2021,1391.0
1/7/2021,1574.0
1/8/2021,1689.0
1/9/2021,1078.0
1/10/2021,1304.0
1/11/2021,1975.0
1/12/2021,1879.0
1/13/2021,1928.0
1/14/2021,1908.0
1/15/2021,1943.0
1/16/2021,999.0
1/17/2021,1057.0
1/18/2021,2093.0
1/19/2021,1651.0
1/20/2021,1703.0
1/21/2021,1487.0
1/22/2021,1237.0
1/23/2021,378.0
1/24/2021,803.0
1/25/2021,1695.0
1/26/2021,1399.0
1/27/2021,1286.0
1/28/2021,1207.0
1/29/2021,1026.0
1/30/2021,354.0
1/31/2021,790.0
2/1/2021,1223.0
2/2/2021,1067.0
2/3/2021,959.0
2/4/2021,943.0
2/5/2021,763.0
2/6/2021,359.0
2/7/2021,646.0
2/8/2021,1044.0
2/9/2021,710.0
2/10/2021,656.0
2/11/2021,587.0
2/12/2021,522.0
2/13/2021,227.0
2/14/2021,407.0
2/15/2021,649.0
2/16/2021,516.0
2/17/2021,388.0
2/18/2021,250.0
2/19/2021,370.0
2/20/2021,235.0
2/21/2021,448.0
2/22/2021,688.0
2/23/2021,652.0
2/24/2021,481.0
2/25/2021,473.0
2/26/2021,576.0
2/27/2021,238.0
2/28/2021,357.0
3/1/2021,449.0
3/2/2021,476.0
3/3/2021,569.0
3/4/2021,443.0
3/5/2021,362.0
3/6/2021,302.0
3/7/2021,339.0
3/8/2021,512.0
3/9/2021,389.0
3/10/2021,408.0
3/11/2021,291.0
3/12/2021,318.0
3/13/2021,120.0
3/14/2021,208.0
3/15/2021,268.0
3/16/2021,210.0
3/17/2021,233.0
3/18/2021,231.0
3/19/2021,115.0
3/20/2021,81.0
3/21/2021,84.0
3/22/2021,136.0
3/23/2021,88.0
3/24/2021,63.0
3/25/2021,101.0
3/26/2021,51.0
3/27/2021,30.0
3/28/2021,19.0
3/29/2021,43.0
3/30/2021,42.0
3/31/2021,59.0
4/1/2021,37.0
4/2/2021,40.0
4/3/2021,14.0
4/4/2021,27.0
4/5/2021,33.0
4/6/2021,32.0
4/7/2021,20.0
4/8/2021,22.0
4/9/2021,20.0
4/10/2021,14.0
4/11/2021,12.0
4/12/2021,17.0
4/13/2021,26.0
4/14/2021,20.0
4/15/2021,14.0
4/16/2021,12.0
4/17/2021,9.0
4/18/2021,17.0
4/19/2021,18.0
4/20/2021,25.0
4/21/2021,19.0
4/22/2021,15.0
4/23/2021,17.0
4/24/2021,1.0
4/25/2021,25.0
4/26/2021,14.0
4/27/2021,18.0
4/28/2021,18.0
4/29/2021,16.0
4/30/2021,15.0
5/1/2021,0.0
5/2/2021,4.0
5/3/2021,3.0
5/4/2021,10.0
5/5/2021,6.0
5/6/2021,12.0
5/7/2021,2.0
5/8/2021,2.0
5/9/2021,2.0
5/10/2021,6.0
5/11/2021,5.0
5/12/2021,0.0
5/13/2021,2.0
5/14/2021,1.0
5/15/2021,1.0
5/16/2021,1.0
5/17/2021,1.0
5/18/2021,1.0
5/19/2021,0.0
5/20/2021,5.0
5/21/2021,0.0
5/22/2021,0.0
5/23/2021,5.0
5/24/2021,1.0
5/25/2021,1.0
5/26/2021,1.0
5/27/2021,1.0
5/28/2021,2.0
5/29/2021,0.0
5/30/2021,0.0
5/31/2021,6.0
6/1/2021,14.0
6/2/2021,2.0
6/3/2021,0.0
6/4/2021,13.0
6/5/2021,0.0
6/6/2021,0.0
6/7/2021,1.0
6/8/2021,12.0
6/9/2021,0.0
6/10/2021,3.0
6/11/2021,4.0
6/12/2021,0.0
6/13/2021,0.0
6/14/2021,4.0
6/15/2021,4.0
6/16/2021,1.0
6/17/2021,2.0
6/18/2021,2.0
6/19/2021,1.0
6/20/2021,1.0
6/21/2021,1.0
6/22/2021,2.0
6/23/2021,1.0
6/24/2021,3.0
6/25/2021,1.0
6/26/2021,1.0
6/27/2021,3.0
6/28/2021,5.0
6/29/2021,6.0
6/30/2021,2.0
7/1/2021,6.0
7/2/2021,5.0
7/3/2021,0.0
7/4/2021,7.0
7/5/2021,7.0
7/6/2021,9.0
7/7/2021,16.0
7/8/2021,8.0
7/9/2021,13.0
7/10/2021,11.0
7/11/2021,11.0
7/12/2021,21.0
7/13/2021,23.0
7/14/2021,26.0
7/15/2021,28.0
7/16/2021,24.0
7/17/2021,15.0
7/18/2021,24.0
7/19/2021,37.0
7/20/2021,36.0
7/21/2021,41.0
7/22/2021,39.0
7/23/2021,36.0
7/24/2021,24.0
7/25/2021,40.0
7/26/2021,61.0
7/27/2021,70.0
7/28/2021,29.0
7/29/2021,27.0
7/30/2021,49.0
7/31/2021,37.0
8/1/2021,74.0
8/2/2021,101.0
8/3/2021,85.0
8/4/2021,90.0
8/5/2021,100.0
8/6/2021,143.0
8/7/2021,77.0
8/8/2021,130.0
8/9/2021,215.0
8/10/2021,223.0
8/11/2021,266.0
8/12/2021,245.0
8/13/2021,254.0
8/14/2021,124.0
8/15/2021,235.0
8/16/2021,326.0
8/17/2021,309.0
8/18/2021,369.0
8/19/2021,329.0
8/20/2021,368.0
8/21/2021,175.0
8/22/2021,255.0
8/23/2021,559.0
8/24/2021,516.0
8/25/2021,483.0
8/26/2021,434.0
8/27/2021,468.0
8/28/2021,232.0
8/29/2021,330.0
8/30/2021,750.0
8/31/2021,563.0
9/1/2021,730.0
9/2/2021,638.0
9/3/2021,580.0
9/4/2021,284.0
9/5/2021,424.0
9/6/2021,715.0
9/7/2021,392.0
9/8/2021,99.0
9/9/2021,564.0
9/10/2021,711.0
9/11/2021,801.0
9/12/2021,521.0
9/13/2021,831.0
9/14/2021,698.0
9/15/2021,534.0
9/16/2021,215.0
9/17/2021,344.0
9/18/2021,447.0
9/19/2021,463.0
9/20/2021,616.0
9/21/2021,254.0
9/22/2021,445.0
9/23/2021,419.0
9/24/2021,354.0
9/25/2021,124.0
9/26/2021,245.0
9/27/2021,399.0
9/28/2021,172.0
9/29/2021,288.0
9/30/2021,481.0
10/1/2021,304.0
10/2/2021,98.0
10/3/2021,277.0
10/4/2021,278.0
10/5/2021,305.0
10/6/2021,225.0
10/7/2021,269.0
10/8/2021,215.0
10/9/2021,58.0
10/10/2021,172.0
10/11/2021,257.0
10/12/2021,175.0
10/13/2021,222.0
10/14/2021,146.0
10/15/2021,217.0
10/16/2021,71.0
10/17/2021,171.0
10/18/2021,165.0
10/19/2021,159.0
10/20/2021,137.0
10/21/2021,155.0
10/22/2021,142.0
10/23/2021,48.0
10/24/2021,174.0
10/25/2021,132.0
10/26/2021,112.0
10/27/2021,104.0
10/28/2021,101.0
10/29/2021,75.0
10/30/2021,30.0
10/31/2021,87.0
11/1/2021,63.0
11/2/2021,72.0
11/3/2021,98.0
11/4/2021,76.0
11/5/2021,85.0
11/6/2021,27.0
11/7/2021,67.0
11/8/2021,68.0
11/9/2021,57.0
11/10/2021,82.0
11/11/2021,76.0
11/12/2021,68.0
11/13/2021,28.0
11/14/2021,57.0
11/15/2021,79.0
11/16/2021,77.0
11/17/2021,108.0
11/18/2021,108.0
11/19/2021,82.0
11/20/2021,44.0
11/21/2021,87.0
11/22/2021,132.0
11/23/2021,149.0
